Time,FZ,C3,CZ,C4,PZ,PO7,OZ,PO8,AccX,AccY,AccZ,Gyro1,Gyro2,Gyro3,Battery,Counter,Validation
1208809.454876,318268.46875,324805.65625,354070.4375,343891.53125,327366.625,322558.3125,308635.75,330868.0625,-0.0556640625,0.922119140625,-0.27685546875,7.537841320037842,3.448486089706421,-9.063719749450684,100.0,122294.0,1.0
1208809.4548988,319312.3125,326096.6875,355035.75,345339.375,328218.03125,322539.625,308859.0,331976.71875,-0.05419921875,0.92822265625,-0.2724609375,7.476806163787842,4.150390148162842,-8.544920921325684,100.0,122295.0,1.0
1208809.4611029,315220.21875,322722.0,351584.1875,341375.875,325769.625,321016.03125,306875.0625,328784.0625,-0.055908203125,0.929443359375,-0.271484375,7.324218273162842,4.760741710662842,-7.965087413787842,100.0,122296.0,1.0
1208809.4611237,311555.25,319177.03125,348347.5625,337344.0,323273.375,319992.15625,305303.03125,325506.3125,-0.05712890625,0.927734375,-0.269287109375,7.202147960662842,5.523681163787842,-7.537841320037842,100.0,122297.0,1.0
1208809.4640742,313416.71875,320392.0625,349847.71875,338860.59375,324194.1875,320921.4375,306358.46875,326717.0625,-0.057861328125,0.923583984375,-0.27001953125,7.049560070037842,6.134032726287842,-7.141112804412842,100.0,122298.0,1.0
1208809.4640893,318276.875,324732.78125,354048.34375,343875.71875,327273.625,322531.75,308599.71875,330767.84375,-0.062255859375,0.918212890625,-0.268798828125,7.110595226287842,6.683349132537842,-6.896972179412842,100.0,122299.0,1.0
1208809.4640939,319321.78125,326033.03125,355022.4375,345332.0625,328127.8125,322542.21875,308847.75,331891.5,-0.0634765625,0.915283203125,-0.268798828125,7.263183116912842,7.232665538787842,-6.713866710662842,100.0,122300.0,1.0
1208809.4679861,315214.875,322633.15625,351551.65625,341343.96875,325659.75,321022.84375,306858.8125,328676.875,-0.0595703125,0.915283203125,-0.27197265625,7.324218273162842,7.781981945037842,-6.561278820037842,100.0,122301.0,1.0
1208809.4978532,311536.03125,319064.375,348294.71875,337283.625,323145.96875,319974.625,305258.5,325372.03125,-0.055908203125,0.915283203125,-0.274169921875,7.476806163787842,8.148192405700684,-6.408690929412842,100.0,122302.0,1.0
1208809.4978672,313407.78125,320289.34375,349806.875,338812.0625,324081.4375,320893.28125,306317.53125,326594.84375,-0.05224609375,0.9150390625,-0.273681640625,7.751464366912842,8.819579124450684,-6.164550304412842,100.0,122303.0,1.0
1208809.4978717,318287.4375,324660.09375,354032.6875,343856.03125,327182.15625,322512.34375,308578.375,330676.8125,-0.0478515625,0.916015625,-0.270751953125,7.873534679412842,9.460448265075684,-5.920409679412842,100.0,122304.0,1.0
1208809.5016269,319332.59375,325960.0625,355005.25,345317.75,328035.1875,322505.65625,308812.78125,331799.875,-0.04541015625,0.918212890625,-0.2666015625,8.056639671325684,10.040282249450684,-5.706786632537842,100.0,122305.0,1.0
1208809.5016402,315206.0,322526.65625,351506.15625,341303.09375,325541.375,320949.59375,306787.1875,328551.34375,-0.044677734375,0.928955078125,-0.267333984375,8.117674827575684,10.711668968200684,-5.523681163787842,100.0,122306.0,1.0
1208809.5016448,311526.8125,318952.96875,348246.1875,337238.84375,323029.46875,319922.0625,305200.21875,325244.09375,-0.042724609375,0.940185546875,-0.263671875,8.148192405700684,11.230467796325684,-5.249022960662842,100.0,122307.0,1.0
1208809.5047965,313423.6875,320220.75,349789.0,338799.4375,324001.78125,320888.0,306299.46875,326507.0625,-0.04296875,0.952392578125,-0.26416015625,7.995604991912842,11.749266624450684,-4.852294445037842,100.0,122308.0,1.0
1208809.5048101,318324.4375,324634.59375,354046.375,343880.96875,327143.375,322543.375,308592.03125,330636.9375,-0.0439453125,0.9638671875,-0.26220703125,7.568358898162842,12.390135765075684,-4.577636241912842,100.0,122309.0,1.0
1208809.5067201,319360.5625,325941.03125,355018.84375,345343.78125,328002.5625,322522.46875,308818.15625,331771.25,-0.0458984375,0.971923828125,-0.260009765625,7.110595226287842,12.847899436950684,-4.272460460662842,100.0,122310.0,1.0
1208809.5092865,315216.125,322490.1875,351498.8125,341309.1875,325503.09375,320930.75,306773.9375,328506.5625,-0.048095703125,0.974365234375,-0.2568359375,6.408690929412842,13.305663108825684,-4.089354991912842,100.0,122311.0,1.0
1208809.5205449,311525.3125,318899.6875,348224.90625,337227.59375,322981.65625,319894.4375,305177.78125,325180.53125,-0.052490234375,0.97509765625,-0.253662109375,5.737304210662842,13.702391624450684,-4.089354991912842,100.0,122312.0,1.0
1208809.5237066,313413.3125,320157.375,349761.625,338780.59375,323939.46875,320863.6875,306272.28125,326435.625,-0.052978515625,0.975830078125,-0.2509765625,5.004882335662842,14.099120140075684,-4.028319835662842,100.0,122313.0,1.0
1208809.5237627,318322.28125,324583.46875,354029.375,343880.09375,327086.875,322513.78125,308568.4375,330585.96875,-0.051513671875,0.9775390625,-0.250732421875,4.241942882537842,14.434813499450684,-4.058837413787842,100.0,122314.0,1.0
1208809.5349929,319383.375,325920.71875,355025.8125,345374.34375,327973.0625,322508.78125,308814.75,331751.65625,-0.049560546875,0.9775390625,-0.248291015625,3.509521245956421,14.801024436950684,-4.089354991912842,100.0,122315.0,1.0
1208809.5350385,315240.4375,322473.46875,351508.375,341338.15625,325473.15625,320936.09375,306776.71875,328485.375,-0.04736328125,0.97509765625,-0.24658203125,3.021239995956421,15.136717796325684,-3.997802495956421,100.0,122316.0,1.0
1208809.5374909,311537.1875,318866.78125,348222.21875,337239.90625,322933.375,319894.875,305170.0,325142.34375,-0.048828125,0.97412109375,-0.244384765625,2.502441167831421,15.472411155700684,-3.936767339706421,100.0,122317.0,1.0
1208809.5375851,313430.9375,320128.59375,349768.875,338804.0,323897.1875,320868.0625,306273.71875,326416.75,-0.04931640625,0.971923828125,-0.238037109375,2.136230230331421,15.747069358825684,-3.784179449081421,100.0,122318.0,1.0
1208809.539349,318355.09375,324578.5625,354059.96875,343931.3125,327061.03125,322532.65625,308590.96875,330604.03125,-0.05126953125,0.970947265625,-0.23291015625,1.7700194120407104,15.991209983825684,-3.784179449081421,100.0,122319.0,1.0
1208809.5482844,319415.03125,325919.5625,355060.25,345431.5625,327946.875,322536.21875,308848.1875,331784.21875,-0.054931640625,0.969970703125,-0.232421875,1.2817381620407104,16.265867233276367,-3.967284917831421,100.0,122320.0,1.0
1208809.5532191,315256.96875,322453.0,351528.6875,341376.96875,325430.15625,320956.84375,306802.125,328507.28125,-0.061767578125,0.97021484375,-0.225341796875,0.8239745497703552,16.479490280151367,-4.058837413787842,100.0,122321.0,1.0
1208809.5556582,311541.3125,318830.3125,348223.46875,337251.28125,322871.0625,319906.3125,305182.96875,325144.9375,-0.0673828125,0.967529296875,-0.22314453125,0.5187987685203552,16.540525436401367,-4.333495616912842,100.0,122322.0,1.0
