Time,FZ,C3,CZ,C4,PZ,PO7,OZ,PO8,AccX,AccY,AccZ,Gyro1,Gyro2,Gyro3,Battery,Counter,Validation
515381.7695248,278340.375,310521.96875,317648.53125,289964.28125,297188.90625,302066.75,265278.65625,303822.625,-0.02099609375,0.956298828125,-0.28173828125,-1.2817381620407104,8.056639671325684,5.096435070037842,80.0,928873.0,1.0
515381.7770092,274322.875,309585.625,318311.46875,293011.4375,300870.84375,303225.03125,265844.78125,305365.4375,-0.01904296875,0.9560546875,-0.282470703125,-1.1901854276657104,7.965087413787842,5.187987804412842,80.0,928874.0,1.0
515381.7795254,277264.375,310991.5625,319351.71875,295549.71875,301810.625,303714.53125,266065.96875,306082.5625,-0.0166015625,0.95751953125,-0.282958984375,-1.0070799589157104,7.873534679412842,5.218505382537842,80.0,928875.0,1.0
515381.7820671,283032.03125,312776.65625,319339.3125,294176.59375,298782.65625,302871.53125,265672.21875,305016.46875,-0.016357421875,0.960205078125,-0.282470703125,-0.9460448622703552,7.720946788787842,5.187987804412842,80.0,928876.0,1.0
515381.7842996,283479.21875,312392.71875,318253.90625,290725.5,295943.71875,301839.75,265227.59375,303634.25,-0.01611328125,0.963623046875,-0.2841796875,-1.0070799589157104,7.720946788787842,5.157470226287842,80.0,928877.0,1.0
515381.7868161,278356.3125,310546.5625,317662.75,289972.0625,297175.5625,302072.65625,265370.65625,303836.65625,-0.012939453125,0.9638671875,-0.2841796875,-0.9460448622703552,7.720946788787842,5.157470226287842,80.0,928878.0,1.0
515381.789417,274297.59375,309602.875,318314.15625,292995.25,300853.40625,303231.375,265924.71875,305375.625,-0.010498046875,0.96435546875,-0.285400390625,-1.0070799589157104,7.751464366912842,5.187987804412842,80.0,928879.0,1.0
515381.792009,277187.9375,310980.5625,319350.65625,295535.125,301814.8125,303729.8125,266134.53125,306090.71875,-0.010009765625,0.963134765625,-0.28466796875,-1.0070799589157104,7.720946788787842,5.218505382537842,80.0,928880.0,1.0
515381.7943062,282979.71875,312765.65625,319343.5,294181.0625,298798.125,302880.28125,265707.09375,305023.90625,-0.0078125,0.96044921875,-0.2861328125,-1.1596678495407104,7.843017101287842,5.249022960662842,80.0,928881.0,1.0
515381.7968771,283483.0,312394.25,318253.625,290720.3125,295930.3125,301831.96875,265227.6875,303628.0625,-0.005859375,0.960205078125,-0.287841796875,-1.1596678495407104,7.812499523162842,5.249022960662842,80.0,928882.0,1.0
