Time,FZ,C3,CZ,C4,PZ,PO7,OZ,PO8,AccX,AccY,AccZ,Gyro1,Gyro2,Gyro3,Battery,Counter,Validation
1135880.6442813,280033.84375,278349.875,311361.25,282302.8125,291746.25,272825.75,273842.21875,283246.40625,-0.135498046875,0.940673828125,-0.3427734375,-9.368895530700684,2.136230230331421,2.838134527206421,60.0,2762441.0,1.0
1135880.6443264,280273.625,278797.6875,311365.4375,282146.71875,291669.71875,273048.03125,274034.28125,283240.78125,-0.13818359375,0.947509765625,-0.3427734375,-9.155272483825684,1.1291502714157104,2.258300542831421,60.0,2762442.0,1.0
1135880.6499115,280754.8125,281058.34375,312922.28125,283996.0,293227.1875,274848.15625,275832.15625,286179.6875,-0.140380859375,0.95751953125,-0.342529296875,-8.972167015075684,0.1220703050494194,1.6174315214157104,60.0,2762443.0,1.0
1135880.6543127,280733.8125,281942.0625,313597.84375,284805.6875,294033.09375,275639.3125,276615.09375,287691.8125,-0.138916015625,0.97021484375,-0.34912109375,-8.911131858825684,-0.7324218153953552,1.0986326932907104,60.0,2762444.0,1.0
1135880.6543481,280349.375,280371.71875,312533.46875,283508.28125,293022.34375,274420.0625,275412.5,285802.125,-0.137939453125,0.984375,-0.354248046875,-9.002684593200684,-1.7395018339157104,0.5493163466453552,60.0,2762445.0,1.0
1135880.6598809,280143.71875,278550.5,311131.65625,281754.3125,291545.96875,272876.375,273872.53125,283051.40625,-0.13525390625,1.003173828125,-0.35888671875,-9.094237327575684,-2.716064214706421,0.1831054538488388,60.0,2762446.0,1.0
1135880.669226,280414.8125,279009.875,311290.0,281871.25,291606.59375,273133.40625,274117.875,283199.3125,-0.134033203125,1.02294921875,-0.36181640625,-9.185790061950684,-3.540038824081421,-0.1831054538488388,60.0,2762447.0,1.0
1135880.6692666,280844.84375,281183.875,312841.65625,283747.4375,293159.40625,274879.0,275867.3125,286110.9375,-0.130859375,1.04052734375,-0.3642578125,-9.826659202575684,-4.333495616912842,-0.4882812201976776,60.0,2762448.0,1.0
1135880.6717574,280826.78125,282072.40625,313575.78125,284648.9375,294016.125,275690.90625,276677.15625,287684.21875,-0.126220703125,1.0546875,-0.366943359375,-10.498045921325684,-5.065917491912842,-0.5493163466453552,60.0,2762449.0,1.0
1135880.6717902,280494.8125,280569.9375,312636.28125,283541.09375,293110.40625,274540.78125,275554.09375,285938.09375,-0.118408203125,1.066162109375,-0.36962890625,-11.413573265075684,-5.645751476287842,-0.4272460639476776,60.0,2762450.0,1.0
1135880.6800316,280311.375,278767.75,311336.3125,281970.65625,291698.9375,273022.375,274053.21875,283300.875,-0.11083984375,1.06982421875,-0.36962890625,-12.298583030700684,-6.164550304412842,-0.2136230319738388,60.0,2762451.0,1.0
1135880.682289,280594.96875,279229.53125,311563.03125,282210.8125,291795.25,273296.40625,274321.09375,283507.65625,-0.105712890625,1.06787109375,-0.371337890625,-13.183592796325684,-6.500243663787842,0.03051757626235485,60.0,2762452.0,1.0
1135880.6862344,281030.375,281409.625,313164.75,284175.96875,293377.75,275063.53125,276096.53125,286464.34375,-0.103271484375,1.05712890625,-0.37646484375,-14.190672874450684,-6.774901866912842,0.3967284858226776,60.0,2762453.0,1.0
1135880.695465,281024.375,282331.875,313959.3125,285190.84375,294271.46875,275904.9375,276944.125,288119.625,-0.09912109375,1.04638671875,-0.38330078125,-14.648436546325684,-6.988524913787842,0.4882812201976776,60.0,2762454.0,1.0
1135880.695507,280750.34375,280910.46875,313154.65625,284300.625,293463.21875,274834.65625,275913.96875,286542.5,-0.0986328125,1.03173828125,-0.389892578125,-14.801024436950684,-7.019042491912842,0.5493163466453552,60.0,2762455.0,1.0
1135880.6973079,280621.53125,279164.53125,311981.09375,282936.34375,292147.96875,273381.78125,274495.78125,284048.9375,-0.0986328125,1.018310546875,-0.3935546875,-14.648436546325684,-7.110595226287842,0.6103515028953552,60.0,2762456.0,1.0
1135880.7092214,280897.875,279598.78125,312229.375,283242.9375,292260.34375,273641.96875,274761.59375,284270.5625,-0.097412109375,1.005615234375,-0.396484375,-14.221190452575684,-7.202147960662842,0.6713866591453552,60.0,2762457.0,1.0
1135880.7092715,281324.25,281761.625,313833.34375,285236.4375,293850.25,275400.25,276528.375,287228.34375,-0.09765625,0.9892578125,-0.395263671875,-13.580321311950684,-7.232665538787842,0.6103515028953552,60.0,2762458.0,1.0
1135880.7117586,281311.5625,282678.40625,314648.125,286296.09375,294771.96875,276255.6875,277389.0,288919.46875,-0.09326171875,0.9755859375,-0.396728515625,-12.756346702575684,-7.110595226287842,0.5187987685203552,60.0,2762459.0,1.0
1135880.7118021,280998.53125,281218.65625,313811.90625,285375.5625,293948.15625,275156.875,276329.625,287320.4375,-0.090087890625,0.958984375,-0.3916015625,-11.749266624450684,-7.019042491912842,0.3051757514476776,60.0,2762460.0,1.0
