Time,FZ,C3,CZ,C4,PZ,PO7,OZ,PO8,AccX,AccY,AccZ,Gyro1,Gyro2,Gyro3,Battery,Counter,Validation
1136530.992426,289788.6875,282905.5,319571.75,291358.03125,295743.46875,275873.8125,276105.21875,278859.84375,-0.153076171875,0.890380859375,-0.3466796875,-2.532958745956421,-15.106200218200684,-6.195067882537842,60.0,2925218.0,1.0
1136530.9986288,289723.5,282873.40625,319637.65625,291370.75,295839.03125,275871.84375,276104.21875,278967.75,-0.153076171875,0.889892578125,-0.348876953125,-2.380370855331421,-14.526366233825684,-5.523681163787842,60.0,2925219.0,1.0
1136531.0074034,288986.0625,282809.75,318873.75,290053.0625,295384.03125,275822.25,275899.03125,278586.6875,-0.153564453125,0.8916015625,-0.35107421875,-2.319335699081421,-13.854979515075684,-5.096435070037842,60.0,2925220.0,1.0
1136531.0123714,288544.6875,282764.25,318263.03125,289119.125,294945.84375,275757.15625,275726.84375,278166.125,-0.155029296875,0.89208984375,-0.3505859375,-2.227782964706421,-13.275145530700684,-4.425048351287842,60.0,2925221.0,1.0
1136531.0124024,289055.28125,282836.65625,318708.4375,289945.15625,295180.375,275800.5,275867.84375,278345.46875,-0.154052734375,0.89111328125,-0.349609375,-1.9836424589157104,-12.634276390075684,-3.936767339706421,60.0,2925222.0,1.0
1136531.0124103,289786.625,282894.34375,319567.46875,291353.46875,295742.21875,275868.5625,276101.1875,278855.1875,-0.152099609375,0.89208984375,-0.348388671875,-1.9226073026657104,-12.115477561950684,-3.295898199081421,60.0,2925223.0,1.0
1136531.0149911,289731.0,282871.25,319637.90625,291370.75,295836.34375,275865.5,276098.25,278960.4375,-0.14892578125,0.89013671875,-0.34814453125,-1.8615721464157104,-11.566161155700684,-2.777099370956421,60.0,2925224.0,1.0
1136531.0261869,288998.40625,282814.03125,318885.28125,290069.78125,295389.125,275820.90625,275901.09375,278595.71875,-0.1474609375,0.8857421875,-0.346435546875,-1.7395018339157104,-10.894774436950684,-2.227782964706421,60.0,2925225.0,1.0
1136531.0305327,288552.0,282768.09375,318273.46875,289133.875,294955.25,275759.84375,275733.8125,278174.0,-0.145263671875,0.885498046875,-0.35107421875,-1.5869139432907104,-10.375975608825684,-1.5869139432907104,60.0,2925226.0,1.0
1136531.0305641,289065.1875,282841.125,318717.75,289956.0625,295185.5625,275803.375,275871.5,278347.0,-0.140625,0.885498046875,-0.349365234375,-1.4648436307907104,-9.582518577575684,-1.1596678495407104,60.0,2925227.0,1.0
1136531.0392782,289803.15625,282910.96875,319585.25,291371.1875,295752.5,275875.875,276107.96875,278864.84375,-0.13720703125,0.8857421875,-0.347412109375,-1.3427733182907104,-8.850096702575684,-0.6103515028953552,60.0,2925228.0,1.0
1136531.0393153,289721.1875,282864.65625,319635.25,291360.28125,295831.25,275855.40625,276092.25,278959.25,-0.138671875,0.88720703125,-0.343017578125,-1.1596678495407104,-8.178709983825684,-0.0915527269244194,60.0,2925229.0,1.0
1136531.0456321,288986.4375,282801.96875,318880.90625,290063.78125,295378.6875,275803.90625,275895.09375,278591.625,-0.137939453125,0.891357421875,-0.344482421875,-1.0070799589157104,-7.415771007537842,0.3967284858226776,60.0,2925230.0,1.0
1136531.0456615,288551.75,282767.8125,318276.96875,289135.5625,294949.0,275746.40625,275732.375,278176.5,-0.135498046875,0.896728515625,-0.34033203125,-1.1291502714157104,-6.530761241912842,0.8544921278953552,60.0,2925231.0,1.0
1136531.0562216,289054.46875,282828.53125,318706.375,289943.8125,295168.125,275774.125,275852.8125,278337.71875,-0.1328125,0.900146484375,-0.339111328125,-1.2512205839157104,-5.706786632537842,1.4038084745407104,60.0,2925232.0,1.0
1136531.0661166,289787.4375,282889.15625,319567.1875,291348.65625,295731.21875,275842.25,276081.96875,278851.09375,-0.1328125,0.901611328125,-0.337890625,-1.4038084745407104,-5.035399913787842,1.8615721464157104,60.0,2925233.0,1.0
1136531.0661544,289732.96875,282864.90625,319642.75,291366.53125,295825.71875,275839.84375,276076.5,278957.375,-0.132568359375,0.90380859375,-0.339111328125,-1.6784666776657104,-4.364013195037842,2.319335699081421,60.0,2925234.0,1.0
1136531.0661619,289011.46875,282814.75,318900.65625,290077.8125,295388.59375,275804.8125,275889.75,278599.21875,-0.132568359375,0.904541015625,-0.336181640625,-2.014159917831421,-3.601073980331421,2.777099370956421,60.0,2925235.0,1.0
1136531.0705025,288573.46875,282775.6875,318294.59375,289147.8125,294961.59375,275751.78125,275729.25,278181.6875,-0.132080078125,0.904541015625,-0.334228515625,-2.197265386581421,-2.990722417831421,3.265380620956421,60.0,2925236.0,1.0
1136531.0705323,289074.5,282844.1875,318724.625,289947.65625,295187.25,275793.28125,275862.375,278345.9375,-0.134765625,0.902099609375,-0.336669921875,-2.441406011581421,-2.441406011581421,3.448486089706421,60.0,2925237.0,1.0
1136531.0724362,289812.28125,282912.75,319589.1875,291364.65625,295751.59375,275865.78125,276098.25,278862.6875,-0.138671875,0.900146484375,-0.3408203125,-2.655029058456421,-1.8310545682907104,3.723144292831421,60.0,2925238.0,1.0
1136531.0825295,289761.3125,282890.65625,319672.6875,291402.9375,295855.125,275869.34375,276100.28125,278975.09375,-0.143310546875,0.900390625,-0.33935546875,-2.868652105331421,-1.3122557401657104,3.845214605331421,60.0,2925239.0,1.0
1136531.0856377,289027.375,282826.46875,318920.34375,290111.875,295403.96875,275818.5625,275899.5625,278607.71875,-0.146240234375,0.89990234375,-0.340087890625,-2.990722417831421,-0.9155272841453552,3.875732183456421,60.0,2925240.0,1.0
1136531.0856809,288583.21875,282793.46875,318312.375,289171.0625,294977.15625,275766.90625,275741.15625,278194.90625,-0.146484375,0.899169921875,-0.337646484375,-3.173827886581421,-0.5798339247703552,3.875732183456421,60.0,2925241.0,1.0
1136531.0912483,289066.53125,282854.28125,318727.65625,289946.21875,295190.375,275798.53125,275867.03125,278351.03125,-0.14599609375,0.901611328125,-0.33642578125,-3.326415777206421,-0.4272460639476776,3.845214605331421,60.0,2925242.0,1.0
1136531.0957608,289801.375,282908.09375,319586.59375,291355.8125,295749.4375,275863.625,276095.28125,278857.96875,-0.14697265625,0.90087890625,-0.335205078125,-3.356933355331421,-0.1220703050494194,3.723144292831421,60.0,2925243.0,1.0
1136531.0958054,289750.875,282884.6875,319665.90625,291394.25,295850.03125,275861.9375,276097.96875,278969.8125,-0.144775390625,0.90234375,-0.336669921875,-3.601073980331421,0.1220703050494194,3.662109136581421,60.0,2925244.0,1.0
1136531.1063047,289014.59375,282823.4375,318915.6875,290098.9375,295404.34375,275812.21875,275901.4375,278611.65625,-0.144287109375,0.903076171875,-0.335205078125,-3.723144292831421,0.2746581733226776,3.692626714706421,60.0,2925245.0,1.0
1136531.1093912,288579.53125,282786.59375,318316.3125,289170.25,294982.5,275765.03125,275748.3125,278210.125,-0.14404296875,0.903564453125,-0.3349609375,-3.936767339706421,0.5493163466453552,3.570556402206421,60.0,2925246.0,1.0
1136531.1094343,289064.84375,282843.90625,318727.03125,289942.0,295185.46875,275792.28125,275866.75,278355.40625,-0.1435546875,0.9033203125,-0.330322265625,-4.058837413787842,0.7324218153953552,3.509521245956421,60.0,2925247.0,1.0
1136531.1112461,289808.875,282911.75,319591.78125,291352.59375,295745.15625,275862.75,276096.1875,278864.21875,-0.142578125,0.904296875,-0.33447265625,-4.272460460662842,1.0681151151657104,3.356933355331421,60.0,2925248.0,1.0
1136531.1202867,289775.90625,282894.5,319687.4375,291405.78125,295857.8125,275869.4375,276106.03125,278976.53125,-0.142822265625,0.906494140625,-0.333984375,-4.302978038787842,1.2817381620407104,3.234863042831421,60.0,2925249.0,1.0
1136531.1243402,289036.5,282823.78125,318930.53125,290107.15625,295409.0625,275818.75,275906.625,278609.59375,-0.14453125,0.908935546875,-0.33349609375,-4.486083507537842,1.3732908964157104,3.204345464706421,60.0,2925250.0,1.0
